Title,Rank,Mean Score,Genres,Number of Episodes,Media Type,Studios,Start Date
Tengoku Daimakyou,331,8.22,"[{'id': 2, 'name': 'Adventure'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 42, 'name': 'Seinen'}, {'id': 76, 'name': 'Survival'}]",13,tv,"[{'id': 10, 'name': 'Production I.G'}]",2023-04-01
Trigun,332,8.21,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",26,tv,"[{'id': 11, 'name': 'Madhouse'}]",1998-04-01
xxxHOLiC◆Kei,333,8.21,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",13,tv,"[{'id': 10, 'name': 'Production I.G'}]",2008-04-04
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,334,8.21,"[{'id': 4, 'name': 'Comedy'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",13,tv,"[{'id': 91, 'name': 'feel.'}]",2015-04-03
Kamisama Hajimemashita◎,335,8.21,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 6, 'name': 'Mythology'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",12,tv,"[{'id': 73, 'name': 'TMS Entertainment'}]",2015-01-06
Kuroko no Basket 2nd Season,336,8.21,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",25,tv,"[{'id': 10, 'name': 'Production I.G'}]",2013-10-06
Magi: The Kingdom of Magic,337,8.21,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",25,tv,"[{'id': 56, 'name': 'A-1 Pictures'}]",2013-10-06
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,338,8.21,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 66, 'name': 'Mahou Shoujo'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",1,movie,"[{'id': 44, 'name': 'Shaft'}]",2012-10-06
Major S1,339,8.21,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",26,tv,"[{'id': 101, 'name': 'Studio Hibari'}]",2004-11-13
One Piece Movie 14: Stampede,340,8.21,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,movie,"[{'id': 18, 'name': 'Toei Animation'}]",2019-08-09
Shoujo Shuumatsu Ryokou,341,8.21,"[{'id': 2, 'name': 'Adventure'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 36, 'name': 'Slice of Life'}]",12,tv,"[{'id': 314, 'name': 'White Fox'}]",2017-10-06
SKET Dance,342,8.21,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",77,tv,"[{'id': 103, 'name': 'Tatsunoko Production'}]",2011-04-07
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,343,8.21,"[{'id': 46, 'name': 'Award Winning'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 66, 'name': 'Mahou Shoujo'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",1,movie,"[{'id': 11, 'name': 'Madhouse'}]",2000-07-15
Detective Conan Movie 13: The Raven Chaser,344,8.21,"[{'id': 1, 'name': 'Action'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,movie,"[{'id': 65, 'name': 'Tokyo Movie Shinsha'}]",2009-04-18
Haikyuu!! Movie 4: Concept no Tatakai,345,8.21,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",1,movie,"[{'id': 10, 'name': 'Production I.G'}]",2017-09-29
Holo no Graffiti,346,8.21,"[{'id': 4, 'name': 'Comedy'}]",0,ona,"[{'id': 2167, 'name': 'Hololive Production'}]",2019-05-05
Kaguya-hime no Monogatari,347,8.21,"[{'id': 46, 'name': 'Award Winning'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}]",1,movie,"[{'id': 21, 'name': 'Studio Ghibli'}]",2013-11-23
Ao Ashi,348,8.2,"[{'id': 42, 'name': 'Seinen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",24,tv,"[{'id': 10, 'name': 'Production I.G'}]",2022-04-09
BanG Dream! It's MyGO!!!!!,349,8.2,"[{'id': 19, 'name': 'Music'}]",13,tv,"[{'id': 537, 'name': 'SANZIGEN'}]",2023-06-29
Berserk: Ougon Jidai-hen III - Kourin,350,8.2,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 38, 'name': 'Military'}, {'id': 42, 'name': 'Seinen'}]",1,movie,"[{'id': 13, 'name': 'Studio 4°C'}]",2013-02-01
Dr. Stone: Ryuusui,351,8.2,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 78, 'name': 'Time Travel'}]",1,special,"[{'id': 73, 'name': 'TMS Entertainment'}]",2022-07-10
Hachimitsu to Clover II,352,8.2,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 43, 'name': 'Josei'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 22, 'name': 'Romance'}, {'id': 80, 'name': 'Visual Arts'}]",12,tv,"[{'id': 7, 'name': 'J.C.Staff'}]",2006-06-30
Horimiya,353,8.2,"[{'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",13,tv,"[{'id': 1835, 'name': 'CloverWorks'}]",2021-01-10
InuYasha: Kanketsu-hen,354,8.2,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 6, 'name': 'Mythology'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}, {'id': 78, 'name': 'Time Travel'}]",26,tv,"[{'id': 14, 'name': 'Sunrise'}]",2009-10-04
Spy x Family Season 2,355,8.2,"[{'id': 1, 'name': 'Action'}, {'id': 53, 'name': 'Childcare'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}]",12,tv,"[{'id': 858, 'name': 'Wit Studio'}, {'id': 1835, 'name': 'CloverWorks'}]",2023-10-07
Vanitas no Karte Part 2,356,8.2,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}, {'id': 32, 'name': 'Vampire'}]",12,tv,"[{'id': 4, 'name': 'Bones'}]",2022-01-15
Kotarou wa Hitorigurashi,357,8.2,"[{'id': 53, 'name': 'Childcare'}, {'id': 4, 'name': 'Comedy'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",10,ona,"[{'id': 839, 'name': 'LIDENFILMS'}]",2022-03-10
ReLIFE: Kanketsu-hen,358,8.2,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",4,special,"[{'id': 73, 'name': 'TMS Entertainment'}]",2018-03-21
Saiki Kusuo no Ψ-nan: Kanketsu-hen,359,8.2,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",1,special,"[{'id': 7, 'name': 'J.C.Staff'}, {'id': 1444, 'name': 'Egg Firm'}]",2018-12-28
Shoujo Kakumei Utena,360,8.2,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 66, 'name': 'Mahou Shoujo'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 23, 'name': 'School'}]",39,tv,"[{'id': 7, 'name': 'J.C.Staff'}]",1997-04-02
Liz to Aoi Tori,361,8.19,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 70, 'name': 'Performing Arts'}, {'id': 23, 'name': 'School'}]",1,movie,"[{'id': 2, 'name': 'Kyoto Animation'}]",2018-04-21
Maison Ikkoku,362,8.19,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}]",96,tv,"[{'id': 37, 'name': 'Studio Deen'}]",1986-03-26
Major S2,363,8.19,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",26,tv,"[{'id': 101, 'name': 'Studio Hibari'}]",2005-12-10
Major S4,364,8.19,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",26,tv,"[{'id': 118, 'name': 'SynergySP'}]",2008-01-05
No Game No Life: Zero,365,8.19,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 22, 'name': 'Romance'}]",1,movie,"[{'id': 11, 'name': 'Madhouse'}]",2017-07-15
Nomad: Megalo Box 2,366,8.19,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 54, 'name': 'Combat Sports'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 30, 'name': 'Sports'}]",13,tv,"[{'id': 73, 'name': 'TMS Entertainment'}]",2021-04-04
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,367,8.19,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,special,"[{'id': 18, 'name': 'Toei Animation'}]",2013-08-24
Senki Zesshou Symphogear XV,368,8.19,"[{'id': 1, 'name': 'Action'}, {'id': 60, 'name': 'Idols (Female)'}, {'id': 19, 'name': 'Music'}, {'id': 24, 'name': 'Sci-Fi'}]",13,tv,"[{'id': 41, 'name': 'Satelight'}]",2019-07-07
Asobi Asobase,369,8.19,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",12,tv,"[{'id': 456, 'name': 'Lerche'}]",2018-07-08
Bungou Stray Dogs 2nd Season,370,8.19,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 42, 'name': 'Seinen'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",12,tv,"[{'id': 4, 'name': 'Bones'}]",2016-10-06
Gridman Universe,371,8.19,"[{'id': 1, 'name': 'Action'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",1,movie,"[{'id': 803, 'name': 'Trigger'}]",2023-03-24
Violet Evergarden: Recollections,372,8.19,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}]",1,special,"[{'id': 2, 'name': 'Kyoto Animation'}]",2021-10-29
xxxHOLiC Rou,373,8.19,"[{'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",2,ova,"[{'id': 10, 'name': 'Production I.G'}]",2010-04-23
Stand By Me Doraemon 2,374,8.18,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 78, 'name': 'Time Travel'}]",1,movie,"[{'id': 235, 'name': 'Shirogumi'}, {'id': 247, 'name': 'Shin-Ei Animation'}]",2020-11-20
Yojouhan Time Machine Blues,375,8.18,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 22, 'name': 'Romance'}, {'id': 41, 'name': 'Suspense'}, {'id': 78, 'name': 'Time Travel'}]",6,ona,"[{'id': 1591, 'name': 'Science SARU'}]",2022-09-14
Yoru wa Mijikashi Arukeyo Otome,376,8.18,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}]",1,movie,"[{'id': 1591, 'name': 'Science SARU'}]",2017-04-07
Little Busters! Refrain,377,8.18,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 37, 'name': 'Supernatural'}]",13,tv,"[{'id': 7, 'name': 'J.C.Staff'}]",2013-10-05
Lycoris Recoil,378,8.18,"[{'id': 1, 'name': 'Action'}]",13,tv,"[{'id': 56, 'name': 'A-1 Pictures'}]",2022-07-02
Non Non Biyori Repeat,379,8.18,"[{'id': 52, 'name': 'CGDCT'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",12,tv,"[{'id': 300, 'name': 'SILVER LINK.'}]",2015-07-07
Bakuman.,380,8.18,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 69, 'name': 'Otaku Culture'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}]",25,tv,"[{'id': 7, 'name': 'J.C.Staff'}]",2010-10-02
Ballroom e Youkoso,381,8.18,"[{'id': 70, 'name': 'Performing Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",24,tv,"[{'id': 10, 'name': 'Production I.G'}]",2017-07-09
Chihayafuru,382,8.18,"[{'id': 8, 'name': 'Drama'}, {'id': 43, 'name': 'Josei'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 23, 'name': 'School'}, {'id': 30, 'name': 'Sports'}, {'id': 11, 'name': 'Strategy Game'}]",25,tv,"[{'id': 11, 'name': 'Madhouse'}]",2011-10-05
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,383,8.18,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}, {'id': 18, 'name': 'Mecha'}, {'id': 27, 'name': 'Shounen'}]",1,movie,"[{'id': 247, 'name': 'Shin-Ei Animation'}]",2011-03-05
Fate/stay night: Unlimited Blade Works,384,8.18,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 37, 'name': 'Supernatural'}]",12,tv,"[{'id': 43, 'name': 'ufotable'}]",2014-10-12
Girls & Panzer Movie,385,8.18,"[{'id': 1, 'name': 'Action'}, {'id': 46, 'name': 'Award Winning'}, {'id': 52, 'name': 'CGDCT'}, {'id': 38, 'name': 'Military'}, {'id': 23, 'name': 'School'}]",1,movie,"[{'id': 60, 'name': 'Actas'}]",2015-11-21
Higurashi no Naku Koro ni Kai,386,8.18,"[{'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 37, 'name': 'Supernatural'}]",24,tv,"[{'id': 37, 'name': 'Studio Deen'}]",2007-07-06
Hunter x Hunter: Greed Island,387,8.18,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",8,ova,"[{'id': 22, 'name': 'Nippon Animation'}]",2003-02-05
Aria the Natural,388,8.17,"[{'id': 10, 'name': 'Fantasy'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",26,tv,"[{'id': 34, 'name': 'Hal Film Maker'}]",2006-04-03
Black Lagoon: The Second Barrage,389,8.17,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 42, 'name': 'Seinen'}]",12,tv,"[{'id': 11, 'name': 'Madhouse'}]",2006-10-03
Blue Giant,390,8.17,"[{'id': 19, 'name': 'Music'}, {'id': 42, 'name': 'Seinen'}]",1,movie,"[{'id': 1567, 'name': 'Nut'}]",2023-02-17
Detective Conan,391,8.17,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",0,tv,"[{'id': 73, 'name': 'TMS Entertainment'}]",1996-01-08
Detective Conan Movie 20: The Darkest Nightmare,392,8.17,"[{'id': 1, 'name': 'Action'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,movie,"[{'id': 73, 'name': 'TMS Entertainment'}]",2016-04-16
Digimon Adventure: Last Evolution Kizuna,393,8.17,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}]",1,movie,"[{'id': 96, 'name': 'Yumeta Company'}]",2020-02-21
Dr. Stone: Stone Wars,394,8.17,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 76, 'name': 'Survival'}, {'id': 78, 'name': 'Time Travel'}]",11,tv,"[{'id': 73, 'name': 'TMS Entertainment'}]",2021-01-14
Dragon Ball Super: Broly,395,8.17,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",1,movie,"[{'id': 18, 'name': 'Toei Animation'}]",2018-12-14
Dragon Ball Z,396,8.17,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",291,tv,"[{'id': 18, 'name': 'Toei Animation'}]",1989-04-26
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,397,8.17,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 37, 'name': 'Supernatural'}]",1,movie,"[{'id': 43, 'name': 'ufotable'}]",2017-10-14
Girls & Panzer: Saishuushou Part 3,398,8.17,"[{'id': 52, 'name': 'CGDCT'}, {'id': 38, 'name': 'Military'}, {'id': 23, 'name': 'School'}]",1,movie,"[{'id': 60, 'name': 'Actas'}]",2021-03-26
Initial D Second Stage,399,8.17,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 3, 'name': 'Racing'}, {'id': 42, 'name': 'Seinen'}]",13,tv,"[{'id': 413, 'name': 'Pastel'}]",1999-10-15
K-On!!,400,8.17,"[{'id': 46, 'name': 'Award Winning'}, {'id': 52, 'name': 'CGDCT'}, {'id': 4, 'name': 'Comedy'}, {'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}]",26,tv,"[{'id': 2, 'name': 'Kyoto Animation'}]",2010-04-07
Toaru Kagaku no Railgun T,401,8.17,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}]",25,tv,"[{'id': 7, 'name': 'J.C.Staff'}]",2020-01-10
Yuukoku no Moriarty,402,8.17,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 40, 'name': 'Psychological'}, {'id': 27, 'name': 'Shounen'}, {'id': 41, 'name': 'Suspense'}]",11,tv,"[{'id': 10, 'name': 'Production I.G'}]",2020-10-11
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,403,8.16,"[{'id': 1, 'name': 'Action'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",1,movie,"[{'id': 6, 'name': 'Gainax'}]",2008-09-06
Akira,404,8.16,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",1,movie,"[{'id': 65, 'name': 'Tokyo Movie Shinsha'}]",1988-07-16
Cardcaptor Sakura,405,8.16,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 66, 'name': 'Mahou Shoujo'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",70,tv,"[{'id': 11, 'name': 'Madhouse'}]",1998-04-07
Initial D Fourth Stage,406,8.16,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 3, 'name': 'Racing'}, {'id': 42, 'name': 'Seinen'}]",24,tv,"[{'id': 179, 'name': 'A.C.G.T.'}]",2004-04-17
JoJo no Kimyou na Bouken Part 6: Stone Ocean,407,8.16,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",12,ona,"[{'id': 287, 'name': 'David Production'}]",2021-12-01
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",408,8.16,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 6, 'name': 'Mythology'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",1,ova,"[{'id': 73, 'name': 'TMS Entertainment'}]",2016-12-20
Made in Abyss Movie 1: Tabidachi no Yoake,409,8.16,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 58, 'name': 'Gore'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 76, 'name': 'Survival'}]",1,movie,"[{'id': 290, 'name': 'Kinema Citrus'}]",2019-01-04
Ouran Koukou Host Club,410,8.16,"[{'id': 4, 'name': 'Comedy'}, {'id': 81, 'name': 'Crossdressing'}, {'id': 73, 'name': 'Reverse Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",26,tv,"[{'id': 4, 'name': 'Bones'}]",2006-04-05
Paripi Koumei,411,8.16,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 19, 'name': 'Music'}, {'id': 72, 'name': 'Reincarnation'}, {'id': 75, 'name': 'Showbiz'}]",12,tv,"[{'id': 132, 'name': 'P.A. Works'}]",2022-04-05
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,412,8.15,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",1,movie,"[{'id': 2, 'name': 'Kyoto Animation'}]",2015-04-25
Lupin III: Cagliostro no Shiro,413,8.15,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 46, 'name': 'Award Winning'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]",1,movie,"[{'id': 65, 'name': 'Tokyo Movie Shinsha'}]",1979-12-15
Major: Message,414,8.15,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",1,ova,"[{'id': 118, 'name': 'SynergySP'}]",2010-12-17
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,415,8.15,"[{'id': 8, 'name': 'Drama'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 6, 'name': 'Mythology'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",1,movie,"[{'id': 1119, 'name': 'Shuka'}]",2021-01-16
Noragami Aragoto,416,8.15,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 6, 'name': 'Mythology'}, {'id': 27, 'name': 'Shounen'}]",13,tv,"[{'id': 4, 'name': 'Bones'}]",2015-10-03
Shokugeki no Souma,417,8.15,"[{'id': 9, 'name': 'Ecchi'}, {'id': 47, 'name': 'Gourmet'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",24,tv,"[{'id': 7, 'name': 'J.C.Staff'}]",2015-04-04
Wu Liuqi: Zui Qiang Fa Xing Shi,418,8.15,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 7, 'name': 'Mystery'}, {'id': 31, 'name': 'Super Power'}]",10,ona,"[{'id': 2258, 'name': 'Sharefun Studio'}]",2019-10-23
Wu Shan Wu Xing: Xichuan Huan Zi Lin,419,8.15,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 37, 'name': 'Supernatural'}]",4,ona,"[{'id': 1944, 'name': 'Samsara Animation Studio'}]",2023-07-26
Black Clover,420,8.15,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",170,tv,"[{'id': 1, 'name': 'Pierrot'}]",2017-10-03
